"Pond","Taxa","Species","Group","Sample_ID","Weight","D15N","D13C","C.N"
"P13","Juv crayfish","Crayfish","Crayfish","88ECR1",1.147,9.61,-31.35,3.22
"P13","Juv crayfish","Crayfish","Crayfish","88ECR8",1.025,9.8,-31.25,3.22
"P13","Ad crayfish","Crayfish","Crayfish","88ECR10",1.165,9.24,-30.11,3.18
"P13","Ad crayfish","Crayfish","Crayfish","88ECR12",1,9.4,-30.37,3.12
"P13","Juv crayfish","Crayfish","Crayfish","88ECR15",1.017,9.8,-31.17,3.22
"P13","Ad crayfish","Crayfish","Crayfish","88ECR21",0.971,9.28,-29.09,3.16
"P13","Ad crayfish","Crayfish","Crayfish","88ECR24",1.056,9.58,-29.96,3.16
"P13","Ad crayfish","Crayfish","Crayfish","88ECR29",0.98,8.59,-29.74,3.18
"P13","Ad crayfish","Crayfish","Crayfish","88ECR50",1.005,9.26,-31.27,3.13
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso1",0.961,9.22,-30.7,3.11
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso2",1.023,8.78,-29.32,3.15
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso3",0.986,8.97,-29.23,3.14
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso4",0.997,8.56,-29.66,3.11
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso5",1.01,9.4,-29.49,3.28
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso6",1.011,9.84,-29.13,3.11
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso7",0.98,8.34,-29.19,3.12
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso8",0.913,8.85,-29.42,3.18
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso10",0.934,9.36,-29.52,3.1
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso11",1.094,10.01,-30.63,3.16
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso12",1.137,10.26,-30.21,3.15
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso13",1.014,10.31,-29.71,3.14
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso14",1.115,10.29,-29.7,3.16
"P13","Ad crayfish","Crayfish","Crayfish","88ECRiso15",1.049,9.19,-29.31,3.08
"P13","Juv crayfish","Crayfish","Crayfish","88ECRiso24",1.115,9.9,-31.27,3.2
"P13","Juv crayfish","Crayfish","Crayfish","88ECRiso25",1.006,10.83,-30.74,3.22
"P13","Juv crayfish","Crayfish","Crayfish","88ECRiso26",1.112,10.41,-31.36,3.19
"P13","Juv crayfish","Crayfish","Crayfish","88ECRiso27",1.047,10.45,-31.88,3.21
"P13","Juv crayfish","Crayfish","Crayfish","88ECRiso28",1.007,10.86,-31.49,3.22
"P13","Juv crayfish","Crayfish","Crayfish","88ECRiso29",1.059,10.52,-31.11,3.26
"P13","Juv crayfish","Crayfish","Crayfish","88ECRiso30",1.062,9.91,-31.03,3.21
"P14","Juv crayfish","Crayfish","Crayfish","89ECR3",0.998,9.64,-32.02,3.24
"P14","Juv crayfish","Crayfish","Crayfish","89ECR6",1.036,9.54,-33.01,3.21
"P14","Juv crayfish","Crayfish","Crayfish","89ECR7",1.005,9.1,-33.13,3.31
"P14","Juv crayfish","Crayfish","Crayfish","89ECR8",0.988,9.21,-32.52,3.23
"P14","Juv crayfish","Crayfish","Crayfish","89ECR9",1.045,9.47,-31.47,3.27
"P14","Juv crayfish","Crayfish","Crayfish","89ECR10",1.067,9.43,-32.37,3.2
"P14","Juv crayfish","Crayfish","Crayfish","89ECR11",1.195,8.99,-31.3,3.19
"P14","Juv crayfish","Crayfish","Crayfish","89ECR12",1.045,9.35,-32.68,3.19
"P14","Juv crayfish","Crayfish","Crayfish","89ECR15",0.97,9.72,-31.4,3.2
"P14","Juv crayfish","Crayfish","Crayfish","89ECR16",1.059,9.35,-31.9,3.22
"P14","Juv crayfish","Crayfish","Crayfish","89ECR17",0.989,8.75,-32.26,3.22
"P14","Juv crayfish","Crayfish","Crayfish","89ECR22",0.941,9.44,-32.55,3.18
"P14","Juv crayfish","Crayfish","Crayfish","89ECR23",1.009,9.25,-32.43,3.22
"P14","Juv crayfish","Crayfish","Crayfish","89ECR25",1.092,8.75,-30.4,3.96
"P14","Juv crayfish","Crayfish","Crayfish","89ECR31",0.993,9.18,-32.4,3.29
"P14","Juv crayfish","Crayfish","Crayfish","89ECR32",0.911,9.68,-31.57,3.23
"P14","Juv crayfish","Crayfish","Crayfish","89ECR33",0.939,9.4,-32.12,3.27
"P14","Juv crayfish","Crayfish","Crayfish","89ECR34",1.071,9.2,-32.46,3.22
"P14","Juv crayfish","Crayfish","Crayfish","89ECR35",0.989,8.49,-32.09,3.22
"P14","Juv crayfish","Crayfish","Crayfish","89ECR36",1.01,9.07,-30.92,3.21
"P14","Ad crayfish","Crayfish","Crayfish","89ECR37",0.915,9.31,-31.37,3.11
"P14","Ad crayfish","Crayfish","Crayfish","89ECR38",0.874,9.24,-32.01,3.09
"P14","Ad crayfish","Crayfish","Crayfish","89ECR39",1.108,9.77,-32.28,3.15
"P14","Ad crayfish","Crayfish","Crayfish","89ECR40",1.128,9.31,-32.44,3.08
"P14","Ad crayfish","Crayfish","Crayfish","89ECR41",1,9.91,-31.95,3.11
"P14","Ad crayfish","Crayfish","Crayfish","89ECR42",1.005,10.21,-32.66,3.16
"P14","Ad crayfish","Crayfish","Crayfish","89ECR43",0.977,8.73,-31.52,3.22
"P14","Ad crayfish","Crayfish","Crayfish","89ECR44",1.089,9.29,-32.88,3.05
"P14","Ad crayfish","Crayfish","Crayfish","89ECR45",0.964,9.46,-32.74,3.11
"P14","Ad crayfish","Crayfish","Crayfish","89ECR46",1.143,9.68,-31.73,3.11
"P14","Ad crayfish","Crayfish","Crayfish","89ECR47",0.982,8.97,-33.1,3.12
"P14","Ad crayfish","Crayfish","Crayfish","89ECR48",0.993,9.25,-32.77,3.05
"P14","Ad crayfish","Crayfish","Crayfish","89ECR49",0.96,9.73,-32.09,3.06
"P14","Ad crayfish","Crayfish","Crayfish","89ECR50",1.014,9.96,-31.27,3.08
"P14","Ad crayfish","Crayfish","Crayfish","89ECR51",0.946,9.9,-31.19,3.1
"P14","Ad crayfish","Crayfish","Crayfish","89ECR52",1.035,9.82,-33.25,3.13
"P14","Ad crayfish","Crayfish","Crayfish","89ECR53",0.985,9.29,-32.48,3.1
"P14","Ad crayfish","Crayfish","Crayfish","89ECR54",0.956,9.49,-32.34,3.08
"P14","Ad crayfish","Crayfish","Crayfish","89ECR55",0.925,10.03,-30.87,3.12
"P14","Ad crayfish","Crayfish","Crayfish","89ECR56",1.016,9.17,-33.11,3.14
"P15","Ad crayfish","Crayfish","Crayfish","91ECR1",0.99,6.37,-31.17,3.14
"P15","Ad crayfish","Crayfish","Crayfish","91ECR2",1.032,6.08,-31.16,3.13
"P15","Ad crayfish","Crayfish","Crayfish","91ECR4",1.036,6.2,-31.46,3.16
"P15","Ad crayfish","Crayfish","Crayfish","91ECR6",0.933,5.99,-31,3.15
"P15","Ad crayfish","Crayfish","Crayfish","91ECR8",0.936,6.34,-31.43,3.09
"P15","Ad crayfish","Crayfish","Crayfish","91ECR10",0.971,6.57,-31.47,3.05
"P15","Juv crayfish","Crayfish","Crayfish","91ECR13",0.97,6.22,-31.88,3.36
"P15","Ad crayfish","Crayfish","Crayfish","91ECR14",1.061,6.34,-30.86,3.19
"P15","Juv crayfish","Crayfish","Crayfish","91ECR16",0.984,6.52,-32.65,3.25
"P15","Ad crayfish","Crayfish","Crayfish","91ECR17",0.959,6.52,-31.56,3.11
"P15","Ad crayfish","Crayfish","Crayfish","91ECR18",1.065,6.48,-30.81,3.15
"P15","Juv crayfish","Crayfish","Crayfish","91ECR19",1.033,6.34,-32.33,3.23
"P15","Juv crayfish","Crayfish","Crayfish","91ECR20",1.031,6.13,-32.1,3.26
"P15","Ad crayfish","Crayfish","Crayfish","91ECR21",1.042,7.57,-30.74,3.26
"P15","Ad crayfish","Crayfish","Crayfish","91ECR23",1.05,6.18,-31.18,3.08
"P15","Juv crayfish","Crayfish","Crayfish","91ECR24",1.087,5.9,-31.3,3.27
"P15","Ad crayfish","Crayfish","Crayfish","91ECR25",0.925,6.13,-31.26,3.12
"P15","Juv crayfish","Crayfish","Crayfish","91ECR26",0.934,5.9,-31.88,3.31
"P15","Juv crayfish","Crayfish","Crayfish","91ECR27",1.02,6.08,-31.38,3.3
"P15","Ad crayfish","Crayfish","Crayfish","91ECR29",1.088,6.21,-32.09,3.15
"P15","Ad crayfish","Crayfish","Crayfish","91ECR30",0.983,6.26,-30.89,3.13
"P15","Ad crayfish","Crayfish","Crayfish","91ECR31",1.024,6.66,-30.91,3.16
"P15","Ad crayfish","Crayfish","Crayfish","91ECR33",0.934,6.72,-30.88,3.27
"P15","Ad crayfish","Crayfish","Crayfish","91ECR36",1.025,6.45,-31.24,3.1
"P15","Ad crayfish","Crayfish","Crayfish","91ECR37",1.033,6.6,-30.81,3.09
"P15","Juv crayfish","Crayfish","Crayfish","91ECR38",1.025,6.4,-32.04,3.15
"P15","Juv crayfish","Crayfish","Crayfish","91ECR39",0.978,6.84,-31.47,3.19
"P15","Juv crayfish","Crayfish","Crayfish","91ECR41",0.946,6.64,-31.65,3.2
"P15","Juv crayfish","Crayfish","Crayfish","91ECR42",0.967,6.37,-32.25,3.14
"P15","Ad crayfish","Crayfish","Crayfish","91ECR43",1.035,6.57,-31.93,3.11
"P15","Juv crayfish","Crayfish","Crayfish","91ECR44",1.065,6.73,-32.59,3.15
"P15","Juv crayfish","Crayfish","Crayfish","91ECR47",1.096,6.49,-32.69,3.17
"P15","Juv crayfish","Crayfish","Crayfish","91ECR48",1.011,5.99,-32.59,3.22
"P15","Juv crayfish","Crayfish","Crayfish","91ECR49",0.935,6.04,-31.82,3.23
"P15","Ad crayfish","Crayfish","Crayfish","91ECR50",1.067,6.27,-31.17,3.07
"P15","Juv crayfish","Crayfish","Crayfish","91ECR51",0.98,6.62,-31.31,3.17
"P15","Juv crayfish","Crayfish","Crayfish","91ECR52",1.053,6.14,-32.35,3.19
"P08","Juv crayfish","Crayfish","Crayfish","111ECR27",0.992,5.51,-32.69,3.33
"P08","Juv crayfish","Crayfish","Crayfish","111ECR25",1.021,5.37,-33.42,3.32
"P08","Juv crayfish","Crayfish","Crayfish","111ECR13",0.995,5.29,-32.65,3.38
"P08","Juv crayfish","Crayfish","Crayfish","111ECR2",0.904,5.11,-33.21,3.33
"P08","Juv crayfish","Crayfish","Crayfish","111ECR14",0.956,5,-34.39,3.38
"P08","Juv crayfish","Crayfish","Crayfish","111ECR9",0.941,5.11,-33.53,3.36
"P08","Juv crayfish","Crayfish","Crayfish","111ECR23",0.986,5.24,-32.83,3.31
"P08","Juv crayfish","Crayfish","Crayfish","111ECR1",1.051,5.28,-33.08,3.3
"P08","Juv crayfish","Crayfish","Crayfish","111ECR8",1.04,5.49,-32.69,3.36
"P08","Juv crayfish","Crayfish","Crayfish","111ECR10",0.998,5.07,-33.6,3.29
"P08","Juv crayfish","Crayfish","Crayfish","111ECR11",0.92,4.75,-33.78,3.38
"P08","Juv crayfish","Crayfish","Crayfish","111ECR20",1.027,5,-33.51,3.35
"P08","Juv crayfish","Crayfish","Crayfish","111ECR22",1.02,5.66,-32.55,3.27
"P08","Juv crayfish","Crayfish","Crayfish","111ECR3",0.901,5.16,-33.49,3.25
"P08","Juv crayfish","Crayfish","Crayfish","111ECR29",0.915,5.75,-31.92,3.29
"P08","Juv crayfish","Crayfish","Crayfish","111ECR26",0.954,5.64,-32.47,3.37
"P08","Juv crayfish","Crayfish","Crayfish","111ECR28",1.066,5.56,-32.89,3.26
"P08","Juv crayfish","Crayfish","Crayfish","111ECR19",0.91,5.56,-32.91,3.29
"P08","Juv crayfish","Crayfish","Crayfish","111ECR12",0.948,5.26,-33.25,3.33
"P08","Juv crayfish","Crayfish","Crayfish","111ECR24",1.028,5.25,-33.15,3.31
"P08","Juv crayfish","Crayfish","Crayfish","111ECR17",0.967,5.71,-32.2,3.24
"P08","Juv crayfish","Crayfish","Crayfish","111ECR18",0.979,5.3,-32.75,3.25
"P08","Juv crayfish","Crayfish","Crayfish","111ECRs1",1,5.79,-32.43,3.16
"P08","Juv crayfish","Crayfish","Crayfish","111ECRs4",0.973,5.91,-32.1,3.13
"P08","Juv crayfish","Crayfish","Crayfish","111ECRs5",1.003,6.01,-31.8,3.14
"P08","Juv crayfish","Crayfish","Crayfish","111ECRs2",0.947,5.82,-32.24,3.1
"P08","Ad crayfish","Crayfish","Crayfish","111ECRx",1,7.09,-29.45,3.17
"P08","Ad crayfish","Crayfish","Crayfish","111ECR4",1.058,8.28,-29.27,3.13
"P08","Ad crayfish","Crayfish","Crayfish","111ECR5",0.925,7.61,-29.92,3.1
"P08","Ad crayfish","Crayfish","Crayfish","111ECR21",0.929,7.34,-29.73,3.16
"P08","Ad crayfish","Crayfish","Crayfish","111ECRy",1.068,7.63,-29.46,3.1
"P08","Ad crayfish","Crayfish","Crayfish","111ECR15",1.093,7.85,-28.99,3.26
"P08","Ad crayfish","Crayfish","Crayfish","111ECRz",1.066,7.22,-29.07,3.23
"P08","Ad crayfish","Crayfish","Crayfish","111ECR7",1.038,9.93,-28.27,3.14
"P08","Ad crayfish","Crayfish","Crayfish","111ECR16",0.944,7.68,-29.96,3.12
"P08","Ad crayfish","Crayfish","Crayfish","111ECR6",0.966,9.18,-29.27,3.22
"P10","Ad crayfish","Crayfish","Crayfish","112ECR2",1.084,8.84,-30.56,3.17
"P10","Ad crayfish","Crayfish","Crayfish","112ECR3",1.009,9.44,-29.51,3.14
"P10","Ad crayfish","Crayfish","Crayfish","112ECR4",0.993,9.36,-29.75,3.14
"P10","Ad crayfish","Crayfish","Crayfish","112ECR7",0.963,9.35,-29.34,3.18
"P10","Ad crayfish","Crayfish","Crayfish","112ECR8",0.934,9.55,-29.16,3.14
"P10","Juv crayfish","Crayfish","Crayfish","112ECR15",1.021,8.66,-30.76,3.29
"P10","Juv crayfish","Crayfish","Crayfish","112ECR16",0.932,8.63,-28.9,3.24
"P10","Juv crayfish","Crayfish","Crayfish","112ECR17",0.948,9.22,-27.52,3.24
"P10","Juv crayfish","Crayfish","Crayfish","112ECR18",1.012,8.74,-29.68,3.17
"P10","Juv crayfish","Crayfish","Crayfish","112ECR19",0.962,8.75,-26.89,3.16
"P10","Ad crayfish","Crayfish","Crayfish","112ECR20",0.903,9.42,-28.19,3.12
"P10","Ad crayfish","Crayfish","Crayfish","112ECR21",1.016,9.7,-29.34,3.15
"P10","Ad crayfish","Crayfish","Crayfish","112ECR22",0.953,8.87,-30.08,3.14
"P10","Ad crayfish","Crayfish","Crayfish","112ECR23",1.076,9.5,-29.03,3.13
"P10","Ad crayfish","Crayfish","Crayfish","112ECR24",1.013,9.72,-28.6,3.15
"P10","Ad crayfish","Crayfish","Crayfish","112ECR25",0.934,9.35,-31.29,3.12
"P10","Ad crayfish","Crayfish","Crayfish","112ECR26",0.975,9.51,-29.85,3.13
"P10","Ad crayfish","Crayfish","Crayfish","112ECR27",1.058,9.24,-30.2,3.15
"P10","Ad crayfish","Crayfish","Crayfish","112ECR28",1.021,9.01,-30.24,3.19
"P10","Ad crayfish","Crayfish","Crayfish","112ECR29",1.066,10.01,-29.45,3.11
"P10","Ad crayfish","Crayfish","Crayfish","112ECR30",1.033,9.04,-30.59,3.15
"P10","Ad crayfish","Crayfish","Crayfish","112ECR32",1.019,9.57,-27.83,3.15
"P10","Ad crayfish","Crayfish","Crayfish","112ECR40",1.073,8.63,-27.25,3.16
"P10","Juv crayfish","Crayfish","Crayfish","112ECR41",0.989,8.16,-29.43,3.26
"P10","Juv crayfish","Crayfish","Crayfish","112ECR42",1.018,8.7,-28.54,3.21
"P10","Juv crayfish","Crayfish","Crayfish","112ECRA",1.07,9.18,-28.57,3.16
"P10","Juv crayfish","Crayfish","Crayfish","112ECRB",1.014,8.78,-26.93,3.18
"P10","Juv crayfish","Crayfish","Crayfish","112ECRC",1.076,8.59,-27.92,3.2
"P10","Juv crayfish","Crayfish","Crayfish","112ECRD",1.06,8.39,-28.57,3.23
"P10","Juv crayfish","Crayfish","Crayfish","112ECRG",1.053,8.41,-26.94,3.23
"P16","Ad crayfish","Crayfish","Crayfish","888ECR1",1.007,3.45,-28.88,3.03
"P16","Ad crayfish","Crayfish","Crayfish","888ECR2",1.113,3.58,-28.3,3.07
"P16","Ad crayfish","Crayfish","Crayfish","888ECR3",1.021,3.46,-27.48,3.07
"P16","Ad crayfish","Crayfish","Crayfish","888ECR4",1.016,3.78,-29.07,3.12
"P16","Ad crayfish","Crayfish","Crayfish","888ECR6",0.957,3.69,-27.53,3.11
"P16","Ad crayfish","Crayfish","Crayfish","888ECR7",1.119,3.86,-28.06,3.08
"P16","Ad crayfish","Crayfish","Crayfish","888ECR8",0.945,3.84,-29.4,3.16
"P16","Ad crayfish","Crayfish","Crayfish","888ECR9",0.934,4.03,-27.87,3.07
"P16","Ad crayfish","Crayfish","Crayfish","888ECR11",0.943,3.26,-29.23,3.13
"P16","Ad crayfish","Crayfish","Crayfish","888ECR12",1.014,3.41,-28.89,3.1
"P16","Ad crayfish","Crayfish","Crayfish","888ECR13",1.042,4.16,-27.74,3.14
"P16","Ad crayfish","Crayfish","Crayfish","888ECR14",1.043,4.23,-28.84,3.06
"P16","Ad crayfish","Crayfish","Crayfish","888ECR15",1.009,3.57,-27.58,3.08
"P16","Ad crayfish","Crayfish","Crayfish","888ECR16",1.108,4.22,-28.13,3.12
"P16","Ad crayfish","Crayfish","Crayfish","888ECR17",0.963,3.69,-27.52,3.07
"P16","Ad crayfish","Crayfish","Crayfish","888ECR18",1.016,3.64,-29.13,3.2
"P16","Ad crayfish","Crayfish","Crayfish","888ECR19",0.937,3.59,-28.12,3.1
"P16","Ad crayfish","Crayfish","Crayfish","888ECR20",1.084,3.1,-29.13,3.1
"P16","Juv crayfish","Crayfish","Crayfish","888ECR21",1.007,3.48,-27.98,3.1
"P16","Ad crayfish","Crayfish","Crayfish","888ECR23",1.022,3.45,-26.9,3.1
"P16","Juv crayfish","Crayfish","Crayfish","888ECR24",1.068,3.35,-28.1,3.14
"P16","Ad crayfish","Crayfish","Crayfish","888ECRX",1.056,3.57,-28.87,3.15
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR1",1.094,4.27,-32.28,3.17
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR2",1.025,4.53,-32.25,3.12
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR3",1.079,4.19,-31.42,3.09
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR4",1.017,3.55,-32.57,3.11
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR5",1.101,4.36,-32.83,3.12
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR6",1.136,4.04,-32.25,3.08
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR7",1.064,3.77,-31.63,3.11
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR8",0.969,3.35,-32.17,3.13
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR10",1.11,3.94,-31.76,3.18
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR11",0.942,3.36,-32.9,3.09
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR13",0.984,3.66,-31.47,3.23
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR14",1.005,4.24,-31.79,3.16
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR15",1.01,3.72,-31.57,3.14
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR16",1.158,4.02,-31.78,3.15
"P05","Juv crayfish","Crayfish","Crayfish","1016ECR17",1.024,4.63,-33.71,3.22
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR19",1.041,3.04,-32.7,3.19
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR20",0.985,3.86,-32.34,3.12
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR21",1.039,3.62,-32.16,3.07
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR22",1.033,3.81,-31.99,3.08
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR23",0.915,4.34,-31.77,3.11
"P05","Ad crayfish","Crayfish","Crayfish","1016ECR24",1.073,4.44,-32.03,3.08
"P05","Juv crayfish","Crayfish","Crayfish","1016ECR25",1.102,5.39,-33.21,3.28
"P05","Juv crayfish","Crayfish","Crayfish","1016ECR26",0.93,4.66,-32.98,3.23
"P05","Juv crayfish","Crayfish","Crayfish","1016ECR27",1.007,4.14,-33.8,3.32
"P05","Juv crayfish","Crayfish","Crayfish","1016ECR28",1.157,4.28,-33.15,3.16
"P05","Juv crayfish","Crayfish","Crayfish","1016ECR29",1.015,4.1,-33,3.17
"P05","Juv crayfish","Crayfish","Crayfish","1016ECR30",1.033,4.46,-33,3.27
"P05","Juv crayfish","Crayfish","Crayfish","1016ECR31",0.972,4.1,-33.02,3.33
"P05","Juv crayfish","Crayfish","Crayfish","1016ECRcre1",1.044,4.28,-33.99,3.26
"P05","Juv crayfish","Crayfish","Crayfish","1016ECRcre2",1.097,4.47,-33.67,3.51
"P05","Juv crayfish","Crayfish","Crayfish","1016ECRcre3",1.015,4.56,-33.3,3.26
"P17","Ad crayfish","Crayfish","Crayfish","82ECR1",1.167,6.57,-32.26,3.13
"P17","Ad crayfish","Crayfish","Crayfish","82ECR2",1.039,6.91,-31.91,3.17
"P17","Ad crayfish","Crayfish","Crayfish","82ECR3",0.929,7.05,-31.98,3.15
"P17","Ad crayfish","Crayfish","Crayfish","82ECR4",1.084,6.44,-32.04,3.17
"P17","Ad crayfish","Crayfish","Crayfish","82ECR6",0.952,6.17,-31.76,3.13
"P17","Ad crayfish","Crayfish","Crayfish","82ECR7",1.041,6.75,-32.06,3.12
"P17","Ad crayfish","Crayfish","Crayfish","82ECR8",1.155,6.58,-32.43,3.14
"P17","Ad crayfish","Crayfish","Crayfish","82ECR9",1.09,6.97,-30.56,3.13
"P17","Ad crayfish","Crayfish","Crayfish","82ECR10",1.14,6.87,-32.31,3.15
"P17","Ad crayfish","Crayfish","Crayfish","82ECR11",0.947,6.75,-32.28,3.12
"P17","Ad crayfish","Crayfish","Crayfish","82ECR12",0.981,6.55,-32.23,3.14
"P17","Ad crayfish","Crayfish","Crayfish","82ECR13",0.98,7.14,-31.35,3.12
"P17","Ad crayfish","Crayfish","Crayfish","82ECR15",0.999,6.94,-31.93,3.13
"P17","Ad crayfish","Crayfish","Crayfish","82ECR16",1.009,6.69,-32.61,3.18
"P17","Ad crayfish","Crayfish","Crayfish","82ECR19",1.082,9.63,-31.89,3.14
"P17","Ad crayfish","Crayfish","Crayfish","82ECR20",0.969,6.42,-31.97,3.21
"P17","Ad crayfish","Crayfish","Crayfish","82ECR21",0.923,6.81,-31.93,3.16
"P17","Ad crayfish","Crayfish","Crayfish","82ECR22",1.079,7.06,-32.39,3.18
"P17","Ad crayfish","Crayfish","Crayfish","82ECR25",1.035,6.99,-31.38,3.14
"P17","Ad crayfish","Crayfish","Crayfish","82ECR28",1.012,6.34,-31.37,3.14
"P17","Juv crayfish","Crayfish","Crayfish","82ECRA",0.952,6.45,-34.88,3.22
"P17","Juv crayfish","Crayfish","Crayfish","82ECRB",0.944,6.29,-34.99,3.2
"P17","Juv crayfish","Crayfish","Crayfish","82ECRC",1.054,6.45,-33.81,3.22
"P17","Juv crayfish","Crayfish","Crayfish","82ECRD",0.968,6.56,-34.86,3.24
"P17","Juv crayfish","Crayfish","Crayfish","82ECRE",0.913,6.08,-33.87,3.26
"P17","Juv crayfish","Crayfish","Crayfish","82ECRF",1.081,6.08,-34.33,3.24
"P18","Juv crayfish","Crayfish","Crayfish","JECR1",1.092,4.64,-32.34,3.35
"P18","Juv crayfish","Crayfish","Crayfish","JECR2",0.967,4.68,-32.55,3.35
"P18","Juv crayfish","Crayfish","Crayfish","JECR3",1.011,4.7,-32.16,3.31
"P18","Juv crayfish","Crayfish","Crayfish","JECR4",1.021,4.57,-32.31,3.33
"P18","Juv crayfish","Crayfish","Crayfish","JECR5",1.027,4.66,-31.96,3.28
"P18","Juv crayfish","Crayfish","Crayfish","JECR6",0.922,4.78,-32.27,3.36
"P18","Juv crayfish","Crayfish","Crayfish","JECR7",0.969,4.57,-32.18,3.31
"P18","Juv crayfish","Crayfish","Crayfish","JECR8",0.932,4.88,-31.58,3.28
"P18","Juv crayfish","Crayfish","Crayfish","JECR9",1.024,4.18,-31.97,3.36
"P18","Juv crayfish","Crayfish","Crayfish","JECR10",1.001,5.84,-32.1,3.29
"P18","Juv crayfish","Crayfish","Crayfish","JECR11",1.002,5.82,-32.64,3.33
"P18","Juv crayfish","Crayfish","Crayfish","JECR12",0.967,5.8,-32.59,3.28
"P18","Juv crayfish","Crayfish","Crayfish","JECR13",0.949,5.73,-32.58,3.31
"P18","Juv crayfish","Crayfish","Crayfish","JECR14",0.988,5.1,-32.46,3.19
"P18","Juv crayfish","Crayfish","Crayfish","JECR15",1.028,5.32,-32.27,3.27
"P18","Juv crayfish","Crayfish","Crayfish","JECR16",0.939,5.36,-32.84,3.29
"P18","Juv crayfish","Crayfish","Crayfish","JECR17",1.065,5.71,-32.74,3.27
"P18","Juv crayfish","Crayfish","Crayfish","JECR18",0.941,5.62,-32.46,3.23
"P18","Juv crayfish","Crayfish","Crayfish","JECR19",1.065,5.74,-32.49,3.17
"P18","Juv crayfish","Crayfish","Crayfish","JECR20",0.903,5.42,-32.16,3.17
"P18","Ad crayfish","Crayfish","Crayfish","JECR21",0.979,6.64,-29.87,3.23
"P18","Ad crayfish","Crayfish","Crayfish","JECR22",1.02,5.82,-31.78,3.07
"P18","Ad crayfish","Crayfish","Crayfish","JECR23",0.989,5.45,-31.37,3.17
"P18","Ad crayfish","Crayfish","Crayfish","JECR1bis",0.96,4.73,-30.7,3.11
"P18","Ad crayfish","Crayfish","Crayfish","JECR2bis",1.085,6.07,-31.41,3.09
"P18","Ad crayfish","Crayfish","Crayfish","JECR3bis",0.94,5.28,-30.78,3.18
"P18","Ad crayfish","Crayfish","Crayfish","JECR4bis",1.016,5.22,-30.24,3.17
"P18","Ad crayfish","Crayfish","Crayfish","JECR5bis",0.991,5.62,-29.89,3.09
"P18","Ad crayfish","Crayfish","Crayfish","JECR6bis",1.005,5.97,-31.5,3.06
"P18","Ad crayfish","Crayfish","Crayfish","JECR7bis",1.087,6.2,-31.49,3.11
"P18","Ad crayfish","Crayfish","Crayfish","JECR9bis",0.953,5.92,-31.47,3.08
"P18","Ad crayfish","Crayfish","Crayfish","JECR10bis",1.035,5.81,-31.98,3.12
"P18","Ad crayfish","Crayfish","Crayfish","JECR12bis",1.004,5.68,-30.67,3.13
"P18","Ad crayfish","Crayfish","Crayfish","JECR13bis",0.953,6.87,-30.64,3.21
"P18","Ad crayfish","Crayfish","Crayfish","JECR14bis",0.997,6.87,-28.7,3.24
"P18","Ad crayfish","Crayfish","Crayfish","JECR15bis",1.068,5.3,-30.28,3.11
"P18","Ad crayfish","Crayfish","Crayfish","JECR16bis",1.031,6.02,-28.91,3.14
"P18","Ad crayfish","Crayfish","Crayfish","JECR17bis",0.936,4.82,-31.11,3.15
"P18","Ad crayfish","Crayfish","Crayfish","JECR18bis",0.991,6.55,-30.2,3.23
"P18","Ad crayfish","Crayfish","Crayfish","JECR19bis",0.99,5.28,-29.89,3.16
"P18","Juv crayfish","Crayfish","Crayfish","JECRA",0.926,4.78,-31.85,3.43
"P18","Juv crayfish","Crayfish","Crayfish","JECRB",1.074,5.85,-32.59,3.34
"P18","Juv crayfish","Crayfish","Crayfish","JECRC",0.913,4.64,-32.09,3.34
